topic,ques,options,type,ans,img,pageUrl,ans_detail
sports gk,Which sport’s tournament is known as the “Solheim Cup”?,"[""Golf"",""Basketball"",""Cricket"",""Football""]",multiple choice,Golf,,https://www.gktoday.in/quizbase/sports-gk?pageno=4,"Notes:The Solheim Cup is a biennial golf tournament for professional women golfers contested by teams representing Europe and the United States. It is named after the Norwegian-American golf club manufacturer Karsten Solheim, who was a driving force behind its creation."
sports gk,Which famous golf player is nicknamed as “The King”?,"[""Alan Shepard"",""Jack Nicklaus"",""Arnold Palmer"",""Tiger Woods""]",multiple choice,Arnold Palmer,,https://www.gktoday.in/quizbase/sports-gk?pageno=4,"Notes:Arnold Palmer was an American professional golfer who is generally regarded as one of the greatest and most charismatic players in the sport’s history. Dating back to 1955, he won numerous events on both the PGA Tour and the circuit now known as PGA Tour Champions. Nicknamed The King, he was one of golf’s most popular stars and seen as a trailblazer, the first superstar of the sport’s television age, which began in the 1950s."
pub quiz friends,What is the full name of Brad Pitt’s character in 'The One with the Rumor'?,,answer in one word,Will Colbert,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz friends,What is the name of the waiter who compares Monica to an “empty vase”?,,answer in one word,Julio,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz friends,Alessandro runs the Italian restaurant Alessandro’s – but which country is he actually from?,,answer in one word,Lebanon,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz friends,What does Rachel claim is her favourite movie?,,answer in one word,Dangerous Liaisons,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz friends,What is Rachel’s actual favourite movie?,,answer in one word,Weekend at Bernie's,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz friends,"In 'The One Where No-One’s Ready', what does Ross offer to drink to prove how much Rachel means to him?",,answer in one word,A glass of fat,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz friends,What does Ross send to Ugly Naked Guy in an attempt to convince him to sell him his apartment?,,answer in one word,A basket of mini-muffins,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz friends,How was Joey’s character Dr Drake Ramoray originally killed off on Days of our Lives?,,answer in one word,Fell down an elevator shaft,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz friends,How many pages was Rachel’s letter to Ross about the reasons for their break-up?,,answer in one word,18 pages (front and back),,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz friends,"What does Chandler end up giving Kathy for her birthday, after Joey gives her Chandler’s original gift The Velveteen Rabbit?",,answer in one word,A pen (that's also a clock),,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz friends,Which Friend has the middle name Muriel?,,answer in one word,Chandler,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz friends,What song does Chandler sing on the videotape recording that cuts in after Joey’s faked Law & Order appearance?,,answer in one word,David Bowie's 'Space Oddity',,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz friends,"In 'The One With All The Cheesecakes',Rachel and Chandler steal their neighbour’s cheesecakes – where are the cheesecakes delivered from?",,answer in one word,"Mama's Little Bakery (Chicago, Illinois)",,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz friends,Ross’s model of Apollo 8 has “Captain Ross” written on the side – but what is written on the bottom?,,answer in one word,"""I hate Monica""",,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz friends,"In the first episode of Friends, how does Monica get back at Paul the wine guy after he lies to her about his sex life?",,answer in one word,She breaks his watch,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz friends,"Name the six things Joey claims rhyme with ""Rachel"" in 'The One With The Girl From Poughkeepsie' – you win a point for each!",,answer in one word,"Bagel, mail, jail, bail, cable, maple",,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz friends,Why does Phoebe break up with her cop boyfriend Gary shortly after they move in together?,,answer in one word,He shoots a bird,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz friends,What is the name of Ross's love rival played by Greg Kinnear in season 10's 'The One With Ross' Grant'?,,answer in one word,Benjamin Hobart,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz friends,What short message does Gavin (Dermot Mulroney) write on his birthday gift to Rachel in 'The One with Phoebe's Rats'?,,answer in one word,"""From Gavin""",,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz friends,"Which of Rachel’s ex-boyfriends owns the same sweater as Ross, causing some confusion as to the identity of the father of Rachel’s baby?",,answer in one word,Tag,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz tie breaker,How long was the Titanic?,,answer in one word,269m,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz tie breaker,For how many months was Queen Victoria on the throne?,,answer in one word,763 months,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz tie breaker,How many minutes long is 1972 gangster epic The Godfather?,,answer in one word,178 minutes,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz tie breaker,How many stars are on the Brazilian flag?,,answer in one word,27,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz tie breaker,How wide is the Golden Gate Bridge?,,answer in one word,27 metres,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz tie breaker,"According to the UN, how many countries are there in Africa?",,answer in one word,54,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz tie breaker,How many British fighter planes were shot down during the Battle of Britain?,,answer in one word,"1,023",,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz tie breaker,What percentage of Earth's surface is covered in water?,,answer in one word,71%,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz tie breaker,"In miles, how long is the line that can you draw with an HB pencil before it runs out?",,answer in one word,35 miles,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz tie breaker,How many days had Great British Train Robber Ronnie Biggs been on the run for when he returned to the UK in 2001?,,answer in one word,"13,068",,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz tie breaker,How many post offices are there in India?,,answer in one word,"155,015",,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz tie breaker,"How high is the Burj Khalifa, the tallest building in the world?",,answer in one word,828m,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz tie breaker,What is the seating capacity of the O2 Arena?,,answer in one word,"20,000",,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz tie breaker,What is Usain Bolt's top recorded speed?,,answer in one word,27.8mph,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz tie breaker,What is Samuel L Jackson's birthday?,,answer in one word,21st December 1948,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz tie breaker,How many bathrooms are in the White House?,,answer in one word,35,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz tie breaker,In which year did the European Economic Community become the European Union?,,answer in one word,1993,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz tie breaker,How many zeroes are in a Googol?,,answer in one word,100,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz tie breaker,How many episodes of Friends were made?,,answer in one word,236,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz tie breaker,What is the circumference of the Earth?,,answer in one word,"24,901 miles (or 40,075km)",,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz tie breaker,How long in minutes would it take to watch the entire extended cuts of The Lord of the Rings trilogy?,,answer in one word,686 minutes,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz tie breaker,How tall in feet are the letters of the Hollywood sign?,,answer in one word,45 feet,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz tie breaker,"As of The Power of The Doctor, which aired in October 2022, how many episodes of Doctor Who have aired?",,answer in one word,871,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz tie breaker,How tall is Mount Everest in metres?,,answer in one word,"8,849 metres",,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz tie breaker,How many songs did The Beatles record in total?,,answer in one word,213,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
world geography,The Great Bear Lake is situated in which among the following countries?,"[""Canada"",""Australia"",""United States"",""Iceland""]",multiple choice,Canada,,https://www.gktoday.in/quizbase/world-geography?pageno=4,Notes:The Great Bear Lake is located in Canada. It is the largest lake entirely within Canada. It is the largest lake situated within the Arctic Circle.
world geography,Which among the following mountain ranges and their peaks is not correctly matched?,"[""Ural Mountains – Mt. Narodnaya"",""Hindukush Mountains – Mt. Trich Mir"",""Himalayas – Mt. Everest"",""Caucasus Mountains – Mt. Lesotho""]",multiple choice,Caucasus Mountains – Mt. Lesotho,,https://www.gktoday.in/quizbase/world-geography?pageno=4,"Notes:The Caucasus mountains in Europe are located between the Black Sea and the Caspian Sea. Mt.Elbrus is the highest peak in the Caucasus mountains. The Drakensberg Mountains in South Africa, are young folded mountains. Mt. Lesotho is the highest peak in the Drakensberg Mountains."
world geography,Which is the highest mountain in South America?,"[""Mt. Kilimanjaro"",""Mt. Mckinley"",""Mt. Aconcagua"",""Mt. Elbrus""]",multiple choice,Mt. Aconcagua,,https://www.gktoday.in/quizbase/world-geography?pageno=4,Notes:Mt. Aconcagua in the Andes is the highest mountain in South American continent. It is 6960 metres above sea level. It is located in Argentina.
world geography,Which is the highest mountain in the European continent?,"[""Mt. Aconcagua"",""Mt. Kilimanjaro"",""Mt. Elbrus"",""Mt. Mckinley""]",multiple choice,Mt. Elbrus,,https://www.gktoday.in/quizbase/world-geography?pageno=4,Notes:Mount Elbrus is the highest mountain on the European continent. It is 5642 metres above sea level. It is located in Russia.
world geography,What is the proportion of insolation that is reflected back by the surface called?,"[""Radiation"",""Conduction"",""Albedo"",""Scattering""]",multiple choice,Albedo,,https://www.gktoday.in/quizbase/world-geography?pageno=4,Notes:Albedo is the proportion of insolation that is reflected back by the surface. It depends upon the nature of the surface upon which the solar radiation is incident and the angle of incidence of the solar beam.
world geography,Which is a Mediterranean wind that comes from the Sahara and reaches hurricane speeds in North Africa and Southern Europe?,"[""Loo"",""Mistral"",""Sirocco"",""Fohn""]",multiple choice,Sirocco,,https://www.gktoday.in/quizbase/world-geography?pageno=4,"Notes:Sirocco is a harm wind causing dry dusty conditions along the northern coast of Africa, storms in the Mediterranean Sea, and cool wet weather in Europe. It is a Mediterranean wind that comes from the Sahara and reaches hurricane speeds in North Africa and Southern Europe."
world geography,What type of climate is present in Mountain areas of Uttarakhand?,"[""Tundra Type"",""Polar Type"",""Tropical Savannah type"",""Hot Desert Type""]",multiple choice,Tundra Type,,https://www.gktoday.in/quizbase/world-geography?pageno=4,"Notes:According to Koeppen’s climate classification system, the Mountain areas of Uttarakhand are characterised by Et(Tundra) of climate. The average temperature varies from 0 to 10°C."
world geography,What is the average width of the continental shelves?,"[""400 km"",""1000 km"",""20 km"",""80 km""]",multiple choice,80 km,,https://www.gktoday.in/quizbase/world-geography?pageno=4,Notes:The continental shelf is the stretched margin of all continent occupied by comparatively shallow gulfs and sea. It is the shallowest part of the ocean. The average width of continental shelves is about 80 km.
world geography,Which among the following statements is/are correct about Ocean Temperature?The maximum and minimum annual temperatures of ocean water in the Northern Hemisphere are in the months of August and February respectively,"[""Only 1"",""Only 2"",""Both 1 &amp; 2"",""Neither 1 &amp; 2""]",multiple choice,Only 1,,https://www.gktoday.in/quizbase/world-geography?pageno=4,Notes:The temperature of the oceans is not uniform. The maximum and minimum annual temperatures of ocean water in the Northern Hemisphere are in the months of August and February respectively.The annual range of temperature is higher for the inland seas as compared to the open oceans.
world geography,Which among the following statements is not correct about the salinity of ocean?,"[""More saline water freezes slower than lesser saline water"",""Salinity decreases the density of sea water"",""The boiling point of saline water is higher than fresh water"",""Evaporation is lower over more saline water""]",multiple choice,Salinity decreases the density of sea water,,https://www.gktoday.in/quizbase/world-geography?pageno=4,Notes:Salinity is defined as ‘the total amount of solid material in grams contained in 1 kg of sea water and is expressed in parts per thousand’.Salinity is directly positively related to seawater density. Salinity increases the density of sea water.
Technology & science questions,What year was the very first model of the iPhone released?,,answer in one word, 2007,,https://www.opinionstage.com/blog/trivia-questions/,
Technology & science questions,What’s the shortcut for the “copy” function on most computers?,,answer in one word, ctrl c,,https://www.opinionstage.com/blog/trivia-questions/,
Technology & science questions,What is often seen as the smallest unit of memory?,,answer in one word, kilobyte,,https://www.opinionstage.com/blog/trivia-questions/,
Technology & science questions,Is Java a type of OS?,,answer in one word, No,,https://www.opinionstage.com/blog/trivia-questions/,
Technology & science questions,Who is often called the father of the computer?,,answer in one word, Charles Babbage,,https://www.opinionstage.com/blog/trivia-questions/,
Technology & science questions,What does “HTTP” stand for?,,answer in one word, HyperText Transfer Protocol,,https://www.opinionstage.com/blog/trivia-questions/,
Technology & science questions,What is the name of the man who launched eBay back in 1995?,,answer in one word, Pierre Omidyar,,https://www.opinionstage.com/blog/trivia-questions/,
Technology & science questions,Which email service is owned by Microsoft?,,answer in one word, Hotmail,,https://www.opinionstage.com/blog/trivia-questions/,
Technology & science questions,"Google Chrome, Safari, Firefox, and Explorer are different types of what?",,answer in one word, Web browsers,,https://www.opinionstage.com/blog/trivia-questions/,
Technology & science questions,What was Twitter’s original name?,,answer in one word, twttr,,https://www.opinionstage.com/blog/trivia-questions/,
Pop culture questions,Who discovered penicillin?,,answer in one word, Alexander Fleming,,https://www.opinionstage.com/blog/trivia-questions/,
Pop culture questions,Who was the first woman to win a Nobel Prize (in 1903)?,,answer in one word, Marie Curie,,https://www.opinionstage.com/blog/trivia-questions/,
Pop culture questions,What part of the atom has no electric charge?,,answer in one word, Neutron,,https://www.opinionstage.com/blog/trivia-questions/,
Pop culture questions,What is the symbol for potassium?,,answer in one word, K,,https://www.opinionstage.com/blog/trivia-questions/,
Pop culture questions,What is meteorology the study of?,,answer in one word, The weather,,https://www.opinionstage.com/blog/trivia-questions/,
Pop culture questions,Which planet is the hottest in the solar system?,,answer in one word, Venus,,https://www.opinionstage.com/blog/trivia-questions/,
Pop culture questions,Which natural disaster is measured with a Richter scale?,,answer in one word, Earthquakes,,https://www.opinionstage.com/blog/trivia-questions/,
Pop culture questions,What animals are pearls found in?,,answer in one word, Oysters,,https://www.opinionstage.com/blog/trivia-questions/,
Pop culture questions,Which planet has the most gravity?,,answer in one word, Jupiter,,https://www.opinionstage.com/blog/trivia-questions/,
Pop culture questions,How many molecules of oxygen does ozone have?,,answer in one word, Three,,https://www.opinionstage.com/blog/trivia-questions/,
Cars & sports questions,What is Hawkeye’s real name?,,answer in one word, Clint Barton,,https://www.opinionstage.com/blog/trivia-questions/,
Cars & sports questions,Which Avenger is the only one who could calm the Hulk down?,,answer in one word, Black Widow,,https://www.opinionstage.com/blog/trivia-questions/,
Cars & sports questions,"Night Crawler, member of the X-Men, has what kind of powers?",,answer in one word, Can teleport,,https://www.opinionstage.com/blog/trivia-questions/,
Cars & sports questions,Which infinity stone was located on Vormir?,,answer in one word, Soul Stone,,https://www.opinionstage.com/blog/trivia-questions/,
Cars & sports questions,Which original Avenger was not in the first few movies?,,answer in one word, The Wasp,,https://www.opinionstage.com/blog/trivia-questions/,
Cars & sports questions,What was Superman’s birth name?,,answer in one word, Kal-El,,https://www.opinionstage.com/blog/trivia-questions/,
Cars & sports questions,What is the name of Batman’s butler?,,answer in one word, Alfred,,https://www.opinionstage.com/blog/trivia-questions/,
Cars & sports questions,Aquaman is from which city under the sea?,,answer in one word, Atlantis,,https://www.opinionstage.com/blog/trivia-questions/,
Cars & sports questions,Who is Green Lantern’s nemesis?,,answer in one word, Sinestro,,https://www.opinionstage.com/blog/trivia-questions/,
Cars & sports questions,What does DC stand for?,,answer in one word,,,https://www.opinionstage.com/blog/trivia-questions/,
Health & cooking questions,What is the name of the song that Queen Elsa sings as she builds her ice castle in the movie Frozen?,,answer in one word, Let It Go,,https://www.opinionstage.com/blog/trivia-questions/,
Health & cooking questions,How many films did Sean Connery play James Bond in?,,answer in one word, Seven,,https://www.opinionstage.com/blog/trivia-questions/,
Health & cooking questions,Which Indiana Jones movie was released back in 1984?,,answer in one word, Indiana Jones and the Temple of Doom,,https://www.opinionstage.com/blog/trivia-questions/,
Health & cooking questions,How many Lord of the Rings films are there?,,answer in one word, Three,,https://www.opinionstage.com/blog/trivia-questions/,
Health & cooking questions,What was the name of the actor who played Jack Dawson in Titanic?,,answer in one word, Leonardo DiCaprio,,https://www.opinionstage.com/blog/trivia-questions/,
Health & cooking questions,Which popular TV show featured house Targaryen and Stark?,,answer in one word, Game of Thrones,,https://www.opinionstage.com/blog/trivia-questions/,
Health & cooking questions,What was the name of the family who starred in 7<sup>th</sup> Heaven?,,answer in one word, The Camdens,,https://www.opinionstage.com/blog/trivia-questions/,
Health & cooking questions,Which cartoon character lives in a pineapple under the sea?,,answer in one word, Spongebob Squarepants,,https://www.opinionstage.com/blog/trivia-questions/,
Health & cooking questions,In what year was the first episode of South Park aired?,,answer in one word, 1997,,https://www.opinionstage.com/blog/trivia-questions/,
Geography & history questions,Which actor appeared in films “Face Off” and “Ghost Rider”?,,answer in one word, Nicholas Cage,,https://www.opinionstage.com/blog/trivia-questions/,
Geography & history questions,Who played Wolverine?,,answer in one word, Hugh Jackman,,https://www.opinionstage.com/blog/trivia-questions/,
Geography & history questions,Which actress won the Oscar for Best Actress in 2003?,,answer in one word, Nicole Kidman,,https://www.opinionstage.com/blog/trivia-questions/,
Geography & history questions,The Young Victoria was played by which British actress?,,answer in one word, Emily Blunt,,https://www.opinionstage.com/blog/trivia-questions/,
Geography & history questions,How old was Coco Gauff when she first beat Venus Williams?,,answer in one word, 15,,https://www.opinionstage.com/blog/trivia-questions/,
Geography & history questions,In which year did Usain Bolt set his 100m in 9.58 seconds world record?,,answer in one word, 2009,,https://www.opinionstage.com/blog/trivia-questions/,
Geography & history questions,How many times had Rafael Nadal won the French Open by March 2020?,,answer in one word, 12,,https://www.opinionstage.com/blog/trivia-questions/,
Geography & history questions,"When Michael Jordan played for the Chicago Bulls, how many NBA Championships did he win?",,answer in one word, Six,,https://www.opinionstage.com/blog/trivia-questions/,
Geography & history questions,Who did Forbes name the youngest self-made billionaire in 2019?,,answer in one word, Kylie Jenner,,https://www.opinionstage.com/blog/trivia-questions/,
Geography & history questions,Which Dutch makeup artist came out as being transgender in 2020?,,answer in one word, De Jager,,https://www.opinionstage.com/blog/trivia-questions/,
Music & literature questions,Who played Anita in the first Broadway production of West Side Story?,,answer in one word, Chita Rivera,,https://www.opinionstage.com/blog/trivia-questions/,
Music & literature questions,In which US city is Broadway located?,,answer in one word, New York City,,https://www.opinionstage.com/blog/trivia-questions/,
Music & literature questions,What is the longest-running Broadway show?,,answer in one word, The Phantom of the Opera,,https://www.opinionstage.com/blog/trivia-questions/,
Music & literature questions,Which show is the highest-grossing production on Broadway ever?,,answer in one word, The Lion King,,https://www.opinionstage.com/blog/trivia-questions/,
Music & literature questions,In what year was Broadway established?,,answer in one word, 1750,,https://www.opinionstage.com/blog/trivia-questions/,
Music & literature questions,In which period did ballet originate?,,answer in one word, Italian Renaissance,,https://www.opinionstage.com/blog/trivia-questions/,
Music & literature questions,During which time of the year is the Nutchracker primarily performed?,,answer in one word, During Christmas season,,https://www.opinionstage.com/blog/trivia-questions/,
Music & literature questions,What French ballet term means ‘in front’?,,answer in one word, Devant,,https://www.opinionstage.com/blog/trivia-questions/,
Music & literature questions,Who was the greatest male ballet dancer of the early 20<sup>th</sup> century?,,answer in one word, Vaslav Nijinsky,,https://www.opinionstage.com/blog/trivia-questions/,
Music & literature questions,What is a plié in ballet?,,answer in one word, Bending at the knees,,https://www.opinionstage.com/blog/trivia-questions/,
Fashion & design questions,Who is often credited with creating the world’s first car?,,answer in one word, Karl Benz,,https://www.opinionstage.com/blog/trivia-questions/,
Fashion & design questions,Which animal can be seen on the Porsche logo?,,answer in one word, Horse,,https://www.opinionstage.com/blog/trivia-questions/,
Fashion & design questions,Which companies are part of the Big Three?,,answer in one word," General Motors, Fiat Chrysler Automobiles, and Ford Motor Company",,https://www.opinionstage.com/blog/trivia-questions/,
Fashion & design questions,"Which company owns Bugatti, Lamborghini. Audi, Porsche, and Ducati?",,answer in one word, Volkswagen,,https://www.opinionstage.com/blog/trivia-questions/,
Fashion & design questions,Which auto brand was the first to offer seat belts?,,answer in one word, Nash Motors,,https://www.opinionstage.com/blog/trivia-questions/,
Fashion & design questions,What does BMW stand for (in English)?,,answer in one word, Bavarian Motor Works,,https://www.opinionstage.com/blog/trivia-questions/,
Fashion & design questions,What or who is the Ford Mustang named after?,,answer in one word, A fighter plane from WWII,,https://www.opinionstage.com/blog/trivia-questions/,
Fashion & design questions,How many parts (screws and bolts included) does the average car have?,,answer in one word," 30, 000",,https://www.opinionstage.com/blog/trivia-questions/,
Fashion & design questions,Which car is often called the first muscle car?,,answer in one word, The Pontiac GTO,,https://www.opinionstage.com/blog/trivia-questions/,
Fashion & design questions,In what year was the Corvette introduced?,,answer in one word, 1953,,https://www.opinionstage.com/blog/trivia-questions/,
Law & politics questions,"When Michael Jordan played for the Chicago Bulls, how many NBA Championships did he win?",,answer in one word, Six,,https://www.opinionstage.com/blog/trivia-questions/,
Law & politics questions,Which Williams sister has won more Grand Slam titles?,,answer in one word, Serena,,https://www.opinionstage.com/blog/trivia-questions/,
Law & politics questions,What country won the very first FIFA World Cup in 1930?,,answer in one word, Uruguay,,https://www.opinionstage.com/blog/trivia-questions/,
Law & politics questions,In what year was the first-ever Wimbledon Championship held?,,answer in one word, 1877,,https://www.opinionstage.com/blog/trivia-questions/,
Law & politics questions,Which racer holds the record for the most Grand Prix wins?,,answer in one word, Michael Schumacher,,https://www.opinionstage.com/blog/trivia-questions/,
Law & politics questions,Which Jamaican runner is an 11-time world champion and holds the record in the 100 and 200-meter race?,,answer in one word, Usain Bolt,,https://www.opinionstage.com/blog/trivia-questions/,
Law & politics questions,Which boxer was known as “The Greatest” and “The People’s Champion”?,,answer in one word, Muhammad Ali,,https://www.opinionstage.com/blog/trivia-questions/,
Law & politics questions,What sport was Jesse Owens involved in?,,answer in one word, Track and field,,https://www.opinionstage.com/blog/trivia-questions/,
Law & politics questions,Which hockey team did Wayne Gretzky play for in the ‘80s?,,answer in one word, Edmonton Oilers,,https://www.opinionstage.com/blog/trivia-questions/,
Animal questions,What is the common name for dried plums?,,answer in one word, Prunes,,https://www.opinionstage.com/blog/trivia-questions/,
Animal questions,What name does deer meat go by?,,answer in one word, Venison,,https://www.opinionstage.com/blog/trivia-questions/,
Animal questions,What other name does “corn” go by?,,answer in one word, Maize,,https://www.opinionstage.com/blog/trivia-questions/,
Animal questions,What’s the primary ingredient in hummus?,,answer in one word, Chickpeas,,https://www.opinionstage.com/blog/trivia-questions/,
Animal questions,Which country produces the most coffee in the world?,,answer in one word, Brazil,,https://www.opinionstage.com/blog/trivia-questions/,
Animal questions,Which country invented tea?,,answer in one word, China,,https://www.opinionstage.com/blog/trivia-questions/,
Animal questions,Which kind of alcohol is Russia notoriously known for?,,answer in one word, Vodka,,https://www.opinionstage.com/blog/trivia-questions/,
Animal questions,What is the national dish of Spain?,,answer in one word, Paella,,https://www.opinionstage.com/blog/trivia-questions/,
Animal questions,Which European nation was said to invent hot dogs?,,answer in one word, Germany,,https://www.opinionstage.com/blog/trivia-questions/,
Animal questions,Which country is responsible for giving us pizza and pasta?,,answer in one word, Italy,,https://www.opinionstage.com/blog/trivia-questions/,
Business questions,Which organ has four chambers?,,answer in one word, The heart,,https://www.opinionstage.com/blog/trivia-questions/,
Business questions,In which body part can you find the femur?,,answer in one word, Leg,,https://www.opinionstage.com/blog/trivia-questions/,
Business questions,What is your body’s largest organ?,,answer in one word, The skin,,https://www.opinionstage.com/blog/trivia-questions/,
Business questions,What kind of cells are found in the brain?,,answer in one word, Neurons,,https://www.opinionstage.com/blog/trivia-questions/,
Business questions,Which bone are babies born without?,,answer in one word, Knee cap,,https://www.opinionstage.com/blog/trivia-questions/,
Business questions,About how many taste buds does the average human tongue have?,,answer in one word," 10,000",,https://www.opinionstage.com/blog/trivia-questions/,
Business questions,What percentage of our bodies is made up of water?,,answer in one word, 60-65%,,https://www.opinionstage.com/blog/trivia-questions/,
Business questions,Which element is said to keep bones strong?,,answer in one word, Calcium,,https://www.opinionstage.com/blog/trivia-questions/,
Business questions,What does the acronym AIDS stand for?,,answer in one word, Acquired Immune Deficiency Syndrome,,https://www.opinionstage.com/blog/trivia-questions/,
Business questions,How many times does the heartbeat per day?,,answer in one word," About 100,000",,https://www.opinionstage.com/blog/trivia-questions/,
Game & riddles questions,What is the name of the thin and long country that spans more than half of the western coast of South America?,,answer in one word, Chile,,https://www.opinionstage.com/blog/trivia-questions/,
Game & riddles questions,Which American state is the largest (by area)?,,answer in one word, Alaska,,https://www.opinionstage.com/blog/trivia-questions/,
Game & riddles questions,Which two countries share the longest international border?,,answer in one word, Canada and the USA,,https://www.opinionstage.com/blog/trivia-questions/,
Game & riddles questions,What is the smallest country in the world?,,answer in one word, Vatican City,,https://www.opinionstage.com/blog/trivia-questions/,
Game & riddles questions,Which continent is the largest?,,answer in one word, Asia,,https://www.opinionstage.com/blog/trivia-questions/,
Game & riddles questions,Which of the Seven Wonders is located in Egypt?,,answer in one word, The Pyramids of Giza,,https://www.opinionstage.com/blog/trivia-questions/,
Game & riddles questions,What is the capital of New Zealand?,,answer in one word, Wellington,,https://www.opinionstage.com/blog/trivia-questions/,
Game & riddles questions,Which desert is the largest in the world?,,answer in one word," The Sahara Desert (although Antarctica, which is larger, might qualify as a desert as well)",,https://www.opinionstage.com/blog/trivia-questions/,
Game & riddles questions,What is the name of the world’s longest river?,,answer in one word, The Nile,,https://www.opinionstage.com/blog/trivia-questions/,
Game & riddles questions,Which city in India would you find the Taj Mahal in?,,answer in one word, Agra,,https://www.opinionstage.com/blog/trivia-questions/,
Religion & culture questions,By what name were the Egyptian kings/rulers known?,,answer in one word, Pharaohs,,https://www.opinionstage.com/blog/trivia-questions/,
Religion & culture questions,How many Pyramids of Giza were made?,,answer in one word, Three,,https://www.opinionstage.com/blog/trivia-questions/,
Religion & culture questions,Who which queen was Julius Caesar involved with?,,answer in one word, Cleopatra,,https://www.opinionstage.com/blog/trivia-questions/,
Religion & culture questions,Where did the Franks settle after defeating the Romans?,,answer in one word, Gaul,,https://www.opinionstage.com/blog/trivia-questions/,
Religion & culture questions,How long did the Middle Ages last?,,answer in one word, About 1000 years,,https://www.opinionstage.com/blog/trivia-questions/,
Religion & culture questions,Which religion dominated the Middle Ages?,,answer in one word, Catholicism,,https://www.opinionstage.com/blog/trivia-questions/,
Religion & culture questions,In which year World War I begin?,,answer in one word, 1914,,https://www.opinionstage.com/blog/trivia-questions/,
Religion & culture questions,In which country Adolph Hitler was born?,,answer in one word, Austria,,https://www.opinionstage.com/blog/trivia-questions/,
Religion & culture questions,John F. Kennedy was assassinated in which city?,,answer in one word, Dallas,,https://www.opinionstage.com/blog/trivia-questions/,
Religion & culture questions,"On Sunday 18<sup>th</sup> June 1815, which famous battle took place?",,answer in one word, The Battle of Waterloo,,https://www.opinionstage.com/blog/trivia-questions/,
,What was the name of the group Justin Timberlake used to be part of?,,answer in one word, N’ SYNC,,https://www.opinionstage.com/blog/trivia-questions/,
,What was the name of the rock band formed by Jimmy Page?,,answer in one word, Led Zeppelin,,https://www.opinionstage.com/blog/trivia-questions/,
